path,wsi,is_valid,label
.\sc_dataset\10X/126377/126377_15.tif,126377,0,2
.\sc_dataset\10X/1814720/1814720_206.tif,1814720,0,1
.\sc_dataset\10X/1916527/1916527_145.tif,1916527,0,1
.\sc_dataset\10X/125440/125440_25.tif,125440,0,2
.\sc_dataset\10X/1916698/1916698_234.tif,1916698,0,2
.\sc_dataset\10X/115053/115053_288.tif,115053,0,0
.\sc_dataset\10X/148588/148588_117.tif,148588,0,1
.\sc_dataset\10X/2017440/2017440_118.tif,2017440,0,1
.\sc_dataset\10X/115053/115053_222.tif,115053,0,0
.\sc_dataset\10X/125960/125960_89.tif,125960,0,0
.\sc_dataset\10X/1815262/1815262_157.tif,1815262,0,1
.\sc_dataset\10X/1510870/1510870_250.tif,1510870,0,1
.\sc_dataset\10X/149215/149215_80.tif,149215,0,1
.\sc_dataset\10X/137181/137181_224.tif,137181,0,0
.\sc_dataset\10X/1916427/1916427_142.tif,1916427,0,1
.\sc_dataset\10X/1916910/1916910_234.tif,1916910,0,1
.\sc_dataset\10X/1612975/1612975_26.tif,1612975,0,2
.\sc_dataset\10X/1713253/1713253_180.tif,1713253,0,0
.\sc_dataset\10X/1917061/1917061_266.tif,1917061,0,0
.\sc_dataset\10X/1916984/1916984_131.tif,1916984,0,2
.\sc_dataset\10X/1916736/1916736_287.tif,1916736,0,0
.\sc_dataset\10X/126603/126603_1.tif,126603,0,0
.\sc_dataset\10X/125362/125362_120.tif,125362,0,0
.\sc_dataset\10X/1612445/1612445_249.tif,1612445,0,0
.\sc_dataset\10X/1916427/1916427_290.tif,1916427,0,1
.\sc_dataset\10X/1916427/1916427_88.tif,1916427,0,1
.\sc_dataset\10X/1915940/1915940_50.tif,1915940,0,1
.\sc_dataset\10X/125362/125362_202.tif,125362,0,0
.\sc_dataset\10X/126621/126621_0.tif,126621,0,0
.\sc_dataset\10X/1915940/1915940_88.tif,1915940,0,1
.\sc_dataset\10X/148831/148831_156.tif,148831,0,1
.\sc_dataset\10X/1713759/1713759_259.tif,1713759,0,2
.\sc_dataset\10X/1612975/1612975_4.tif,1612975,0,2
.\sc_dataset\10X/126603/126603_220.tif,126603,0,0
.\sc_dataset\10X/1612401/1612401_281.tif,1612401,1,1
.\sc_dataset\10X/1510866/1510866_190.tif,1510866,0,2
.\sc_dataset\10X/1714430B/1714430B_9.tif,1714430B,0,1
.\sc_dataset\10X/1612975/1612975_146.tif,1612975,0,2
.\sc_dataset\10X/126621/126621_226.tif,126621,0,0
.\sc_dataset\10X/1611621/1611621_282.tif,1611621,1,1
.\sc_dataset\10X/126307/126307_248.tif,126307,0,2
.\sc_dataset\10X/1713759/1713759_0.tif,1713759,0,2
.\sc_dataset\10X/1510846/1510846_92.tif,1510846,0,0
.\sc_dataset\10X/138268/138268_48.tif,138268,1,0
.\sc_dataset\10X/1612552/1612552_72.tif,1612552,0,0
.\sc_dataset\10X/1511067/1511067_286.tif,1511067,1,1
.\sc_dataset\10X/1915940/1915940_245.tif,1915940,0,1
.\sc_dataset\10X/1612364/1612364_42.tif,1612364,1,1
.\sc_dataset\10X/1916736/1916736_117.tif,1916736,0,0
.\sc_dataset\10X/138126/138126_291.tif,138126,0,1
.\sc_dataset\10X/126492/126492_115.tif,126492,0,0
.\sc_dataset\10X/1510866/1510866_34.tif,1510866,0,2
.\sc_dataset\10X/2017440/2017440_248.tif,2017440,0,1
.\sc_dataset\10X/1611934/1611934_234.tif,1611934,1,1
.\sc_dataset\10X/1511532/1511532_138.tif,1511532,0,0
.\sc_dataset\10X/1714430B/1714430B_203.tif,1714430B,0,1
.\sc_dataset\10X/1917088/1917088_57.tif,1917088,0,2
.\sc_dataset\10X/1612685/1612685_15.tif,1612685,0,0
.\sc_dataset\10X/115192/115192_104.tif,115192,0,2
.\sc_dataset\10X/1510864/1510864_207.tif,1510864,0,2
.\sc_dataset\10X/2017440/2017440_221.tif,2017440,0,1
.\sc_dataset\10X/115053/115053_83.tif,115053,0,0
.\sc_dataset\10X/148831/148831_64.tif,148831,0,1
.\sc_dataset\10X/137087/137087_119.tif,137087,0,0
.\sc_dataset\10X/1916698/1916698_99.tif,1916698,0,2
.\sc_dataset\10X/137534/137534_190.tif,137534,0,1
.\sc_dataset\10X/1612447/1612447_169.tif,1612447,0,1
.\sc_dataset\10X/1612348/1612348_25.tif,1612348,1,2
.\sc_dataset\10X/1510833/1510833_250.tif,1510833,0,1
.\sc_dataset\10X/1815813/1815813_56.tif,1815813,0,1
.\sc_dataset\10X/1713908/1713908_183.tif,1713908,0,0
.\sc_dataset\10X/1612412/1612412_85.tif,1612412,1,2
.\sc_dataset\10X/1510866/1510866_24.tif,1510866,0,2
.\sc_dataset\10X/1510833/1510833_277.tif,1510833,0,1
.\sc_dataset\10X/1815496/1815496_152.tif,1815496,0,1
.\sc_dataset\10X/1713759/1713759_55.tif,1713759,0,2
.\sc_dataset\10X/1916984/1916984_68.tif,1916984,0,2
.\sc_dataset\10X/1511532/1511532_54.tif,1511532,0,0
.\sc_dataset\10X/1510864/1510864_172.tif,1510864,0,2
.\sc_dataset\10X/1714260/1714260_95.tif,1714260,0,2
.\sc_dataset\10X/126858/126858_127.tif,126858,0,0
.\sc_dataset\10X/1511019/1511019_223.tif,1511019,1,1
.\sc_dataset\10X/1510834/1510834_269.tif,1510834,0,0
.\sc_dataset\10X/115299/115299_186.tif,115299,0,0
.\sc_dataset\10X/1612761/1612761_74.tif,1612761,0,0
.\sc_dataset\10X/115192/115192_156.tif,115192,0,2
.\sc_dataset\10X/115119/115119_235.tif,115119,0,0
.\sc_dataset\10X/2017403/2017403_171.tif,2017403,1,1
.\sc_dataset\10X/138096/138096_165.tif,138096,0,0
.\sc_dataset\10X/1612454/1612454_215.tif,1612454,0,0
.\sc_dataset\10X/137522/137522_108.tif,137522,0,1
.\sc_dataset\10X/1511055/1511055_258.tif,1511055,1,1
.\sc_dataset\10X/148917/148917_81.tif,148917,1,0
.\sc_dataset\10X/149760/149760_18.tif,149760,0,2
.\sc_dataset\10X/126307/126307_20.tif,126307,0,2
.\sc_dataset\10X/1916477/1916477_126.tif,1916477,0,1
.\sc_dataset\10X/1612445/1612445_49.tif,1612445,0,0
.\sc_dataset\10X/1511569/1511569_157.tif,1511569,1,1
.\sc_dataset\10X/126126/126126_295.tif,126126,0,0
.\sc_dataset\10X/1612455/1612455_169.tif,1612455,0,1
.\sc_dataset\10X/1917266/1917266_39.tif,1917266,0,2
.\sc_dataset\10X/1612348/1612348_0.tif,1612348,1,2
.\sc_dataset\10X/137844/137844_42.tif,137844,0,1
.\sc_dataset\10X/126603/126603_90.tif,126603,0,0
.\sc_dataset\10X/115053/115053_50.tif,115053,0,0
.\sc_dataset\10X/138332/138332_169.tif,138332,1,0
.\sc_dataset\10X/1511019/1511019_76.tif,1511019,1,1
.\sc_dataset\10X/1612445/1612445_139.tif,1612445,0,0
.\sc_dataset\10X/1916477/1916477_263.tif,1916477,0,1
.\sc_dataset\10X/1917213/1917213_40.tif,1917213,0,1
.\sc_dataset\10X/1916877/1916877_85.tif,1916877,0,0
.\sc_dataset\10X/1510866/1510866_129.tif,1510866,0,2
.\sc_dataset\10X/1917061/1917061_88.tif,1917061,0,0
.\sc_dataset\10X/1714104/1714104_142.tif,1714104,0,0
.\sc_dataset\10X/149763/149763_126.tif,149763,0,1
.\sc_dataset\10X/1916427/1916427_18.tif,1916427,0,1
.\sc_dataset\10X/1713814/1713814_132.tif,1713814,0,0
.\sc_dataset\10X/1713552/1713552_93.tif,1713552,0,1
.\sc_dataset\10X/137181/137181_60.tif,137181,0,0
.\sc_dataset\10X/1713377/1713377_4.tif,1713377,0,0
.\sc_dataset\10X/149175/149175_16.tif,149175,0,1
.\sc_dataset\10X/114926/114926_167.tif,114926,0,0
.\sc_dataset\10X/126492/126492_240.tif,126492,0,0
.\sc_dataset\10X/125960/125960_11.tif,125960,0,0
.\sc_dataset\10X/1511067/1511067_135.tif,1511067,1,1
.\sc_dataset\10X/1613010/1613010_16.tif,1613010,0,1
.\sc_dataset\10X/138096/138096_99.tif,138096,0,0
.\sc_dataset\10X/1612583/1612583_113.tif,1612583,0,1
.\sc_dataset\10X/1916698/1916698_110.tif,1916698,0,2
.\sc_dataset\10X/138268/138268_128.tif,138268,1,0
.\sc_dataset\10X/1612412/1612412_278.tif,1612412,1,2
.\sc_dataset\10X/137292/137292_34.tif,137292,0,0
.\sc_dataset\10X/126858/126858_4.tif,126858,0,0
.\sc_dataset\10X/1612455/1612455_284.tif,1612455,0,1
.\sc_dataset\10X/1612685/1612685_250.tif,1612685,0,0
.\sc_dataset\10X/1612435/1612435_200.tif,1612435,1,2
.\sc_dataset\10X/1714430B/1714430B_241.tif,1714430B,0,1
.\sc_dataset\10X/1917088/1917088_114.tif,1917088,0,2
.\sc_dataset\10X/115192/115192_48.tif,115192,0,2
.\sc_dataset\10X/114926/114926_45.tif,114926,0,0
.\sc_dataset\10X/114926/114926_294.tif,114926,0,0
.\sc_dataset\10X/1510870/1510870_89.tif,1510870,0,1
.\sc_dataset\10X/126062/126062_71.tif,126062,0,0
.\sc_dataset\10X/1916984/1916984_276.tif,1916984,0,2
.\sc_dataset\10X/1713908/1713908_25.tif,1713908,0,0
.\sc_dataset\10X/149377/149377_162.tif,149377,0,1
.\sc_dataset\10X/1612401/1612401_299.tif,1612401,1,1
.\sc_dataset\10X/137181/137181_264.tif,137181,0,0
.\sc_dataset\10X/1510870/1510870_45.tif,1510870,0,1
.\sc_dataset\10X/1714104/1714104_41.tif,1714104,0,0
.\sc_dataset\10X/148588/148588_240.tif,148588,0,1
.\sc_dataset\10X/1612447/1612447_79.tif,1612447,0,1
.\sc_dataset\10X/1612592/1612592_194.tif,1612592,1,2
.\sc_dataset\10X/1714260/1714260_292.tif,1714260,0,2
.\sc_dataset\10X/149954/149954_166.tif,149954,0,1
.\sc_dataset\10X/1511004/1511004_241.tif,1511004,0,2
.\sc_dataset\10X/149954/149954_111.tif,149954,0,1
.\sc_dataset\10X/137292/137292_101.tif,137292,0,0
.\sc_dataset\10X/1917061/1917061_41.tif,1917061,0,0
.\sc_dataset\10X/1916637/1916637_182.tif,1916637,0,1
.\sc_dataset\10X/125440/125440_136.tif,125440,0,2
.\sc_dataset\10X/1612447/1612447_103.tif,1612447,0,1
.\sc_dataset\10X/1917266/1917266_204.tif,1917266,0,2
.\sc_dataset\10X/1511004/1511004_106.tif,1511004,0,2
.\sc_dataset\10X/1815676A/1815676A_90.tif,1815676A,0,1
.\sc_dataset\10X/1510864/1510864_250.tif,1510864,0,2
.\sc_dataset\10X/1916506/1916506_40.tif,1916506,0,0
.\sc_dataset\10X/1510834/1510834_164.tif,1510834,0,0
.\sc_dataset\10X/114926/114926_242.tif,114926,0,0
.\sc_dataset\10X/138278/138278_262.tif,138278,1,0
.\sc_dataset\10X/115053/115053_261.tif,115053,0,0
.\sc_dataset\10X/149175/149175_186.tif,149175,0,1
.\sc_dataset\10X/1612579/1612579_9.tif,1612579,1,2
.\sc_dataset\10X/115192/115192_36.tif,115192,0,2
.\sc_dataset\10X/1511019/1511019_182.tif,1511019,1,1
.\sc_dataset\10X/1612994/1612994_238.tif,1612994,0,2
.\sc_dataset\10X/149215/149215_147.tif,149215,0,1
.\sc_dataset\10X/1612455/1612455_148.tif,1612455,0,1
.\sc_dataset\10X/148757/148757_284.tif,148757,1,0
.\sc_dataset\10X/1714430B/1714430B_75.tif,1714430B,0,1
.\sc_dataset\10X/1714430B/1714430B_32.tif,1714430B,0,1
.\sc_dataset\10X/1815257/1815257_49.tif,1815257,0,2
.\sc_dataset\10X/1713908/1713908_259.tif,1713908,0,0
.\sc_dataset\10X/149636/149636_251.tif,149636,1,0
.\sc_dataset\10X/1714430B/1714430B_94.tif,1714430B,0,1
.\sc_dataset\10X/125362/125362_5.tif,125362,0,0
.\sc_dataset\10X/1612378/1612378_183.tif,1612378,0,0
.\sc_dataset\10X/1915940/1915940_120.tif,1915940,0,1
.\sc_dataset\10X/1612378/1612378_95.tif,1612378,0,0
.\sc_dataset\10X/138268/138268_176.tif,138268,1,0
.\sc_dataset\10X/148639/148639_41.tif,148639,0,1
.\sc_dataset\10X/115009/115009_123.tif,115009,0,0
.\sc_dataset\10X/1612412/1612412_287.tif,1612412,1,2
.\sc_dataset\10X/2017403/2017403_294.tif,2017403,1,1
.\sc_dataset\10X/115009/115009_163.tif,115009,0,0
.\sc_dataset\10X/138332/138332_200.tif,138332,1,0
.\sc_dataset\10X/126742/126742_202.tif,126742,0,0
.\sc_dataset\10X/1814720/1814720_147.tif,1814720,0,1
.\sc_dataset\10X/138051/138051_57.tif,138051,0,0
.\sc_dataset\10X/1612412/1612412_157.tif,1612412,1,2
.\sc_dataset\10X/1916385/1916385_267.tif,1916385,0,2
.\sc_dataset\10X/1714430B/1714430B_277.tif,1714430B,0,1
.\sc_dataset\10X/1613010/1613010_128.tif,1613010,0,1
.\sc_dataset\10X/115009/115009_290.tif,115009,0,0
.\sc_dataset\10X/2017440/2017440_291.tif,2017440,0,1
.\sc_dataset\10X/126603/126603_243.tif,126603,0,0
.\sc_dataset\10X/1916877/1916877_185.tif,1916877,0,0
.\sc_dataset\10X/1611621/1611621_289.tif,1611621,1,1
.\sc_dataset\10X/1916277/1916277_296.tif,1916277,0,0
.\sc_dataset\10X/138268/138268_230.tif,138268,1,0
.\sc_dataset\10X/126307/126307_60.tif,126307,0,2
.\sc_dataset\10X/1916736/1916736_218.tif,1916736,0,0
.\sc_dataset\10X/1612348/1612348_157.tif,1612348,1,2
.\sc_dataset\10X/1510864/1510864_288.tif,1510864,0,2
.\sc_dataset\10X/1612475/1612475_287.tif,1612475,1,2
.\sc_dataset\10X/1612348/1612348_249.tif,1612348,1,2
.\sc_dataset\10X/1916277/1916277_164.tif,1916277,0,0
.\sc_dataset\10X/1612447/1612447_108.tif,1612447,0,1
.\sc_dataset\10X/1612435/1612435_251.tif,1612435,1,2
.\sc_dataset\10X/149175/149175_233.tif,149175,0,1
.\sc_dataset\10X/1511409/1511409_239.tif,1511409,0,2
.\sc_dataset\10X/1815813/1815813_225.tif,1815813,0,1
.\sc_dataset\10X/114997/114997_258.tif,114997,0,0
.\sc_dataset\10X/1612579/1612579_82.tif,1612579,1,2
.\sc_dataset\10X/125960/125960_173.tif,125960,0,0
.\sc_dataset\10X/1511004/1511004_226.tif,1511004,0,2
.\sc_dataset\10X/137181/137181_166.tif,137181,0,0
.\sc_dataset\10X/138268/138268_234.tif,138268,1,0
.\sc_dataset\10X/1916527/1916527_234.tif,1916527,0,1
.\sc_dataset\10X/1815496/1815496_127.tif,1815496,0,1
.\sc_dataset\10X/1917213/1917213_213.tif,1917213,0,1
.\sc_dataset\10X/137844/137844_98.tif,137844,0,1
.\sc_dataset\10X/1917266/1917266_52.tif,1917266,0,2
.\sc_dataset\10X/149945/149945_80.tif,149945,0,1
.\sc_dataset\10X/1612552/1612552_176.tif,1612552,0,0
.\sc_dataset\10X/1612073/1612073_51.tif,1612073,0,0
.\sc_dataset\10X/126858/126858_211.tif,126858,0,0
.\sc_dataset\10X/148757/148757_87.tif,148757,1,0
.\sc_dataset\10X/126377/126377_288.tif,126377,0,2
.\sc_dataset\10X/125960/125960_156.tif,125960,0,0
.\sc_dataset\10X/138382/138382_127.tif,138382,1,0
.\sc_dataset\10X/1612348/1612348_220.tif,1612348,1,2
.\sc_dataset\10X/1612454/1612454_171.tif,1612454,0,0
.\sc_dataset\10X/149377/149377_268.tif,149377,0,1
.\sc_dataset\10X/138278/138278_227.tif,138278,1,0
.\sc_dataset\10X/1511409/1511409_230.tif,1511409,0,2
.\sc_dataset\10X/1713759/1713759_21.tif,1713759,0,2
.\sc_dataset\10X/126649/126649_196.tif,126649,0,0
.\sc_dataset\10X/149945/149945_144.tif,149945,0,1
.\sc_dataset\10X/1916767/1916767_5.tif,1916767,0,1
.\sc_dataset\10X/1713657/1713657_108.tif,1713657,0,0
.\sc_dataset\10X/1916527/1916527_280.tif,1916527,0,1
.\sc_dataset\10X/115119/115119_184.tif,115119,0,0
.\sc_dataset\10X/138126/138126_62.tif,138126,0,1
.\sc_dataset\10X/149157/149157_128.tif,149157,1,0
.\sc_dataset\10X/149945/149945_68.tif,149945,0,1
.\sc_dataset\10X/138126/138126_141.tif,138126,0,1
.\sc_dataset\10X/1511067/1511067_201.tif,1511067,1,1
.\sc_dataset\10X/1612975/1612975_262.tif,1612975,0,2
.\sc_dataset\10X/1611934/1611934_71.tif,1611934,1,1
.\sc_dataset\10X/115299/115299_249.tif,115299,0,0
.\sc_dataset\10X/149763/149763_165.tif,149763,0,1
.\sc_dataset\10X/125662/125662_142.tif,125662,0,2
.\sc_dataset\10X/1612454/1612454_240.tif,1612454,0,0
.\sc_dataset\10X/138278/138278_240.tif,138278,1,0
.\sc_dataset\10X/149704/149704_60.tif,149704,0,1
.\sc_dataset\10X/149704/149704_76.tif,149704,0,1
.\sc_dataset\10X/138268/138268_8.tif,138268,1,0
.\sc_dataset\10X/1511067/1511067_102.tif,1511067,1,1
.\sc_dataset\10X/148757/148757_282.tif,148757,1,0
.\sc_dataset\10X/1916427/1916427_119.tif,1916427,0,1
.\sc_dataset\10X/115053/115053_27.tif,115053,0,0
.\sc_dataset\10X/1713552/1713552_237.tif,1713552,0,1
.\sc_dataset\10X/149760/149760_274.tif,149760,0,2
.\sc_dataset\10X/114832/114832_16.tif,114832,0,1
.\sc_dataset\10X/1917061/1917061_65.tif,1917061,0,0
.\sc_dataset\10X/1815262/1815262_35.tif,1815262,0,1
.\sc_dataset\10X/138096/138096_24.tif,138096,0,0
.\sc_dataset\10X/1511055/1511055_87.tif,1511055,1,1
.\sc_dataset\10X/1916277/1916277_233.tif,1916277,0,0
.\sc_dataset\10X/1714260/1714260_207.tif,1714260,0,2
.\sc_dataset\10X/1612579/1612579_256.tif,1612579,1,2
.\sc_dataset\10X/115119/115119_230.tif,115119,0,0
.\sc_dataset\10X/126862/126862_264.tif,126862,0,0
.\sc_dataset\10X/114865/114865_278.tif,114865,0,0
.\sc_dataset\10X/115192/115192_233.tif,115192,0,2
.\sc_dataset\10X/1612364/1612364_30.tif,1612364,1,1
.\sc_dataset\10X/1713908/1713908_287.tif,1713908,0,0
.\sc_dataset\10X/126621/126621_272.tif,126621,0,0
.\sc_dataset\10X/1511569/1511569_255.tif,1511569,1,1
.\sc_dataset\10X/126062/126062_84.tif,126062,0,0
.\sc_dataset\10X/1611621/1611621_147.tif,1611621,1,1
.\sc_dataset\10X/1713908/1713908_223.tif,1713908,0,0
.\sc_dataset\10X/1916910/1916910_102.tif,1916910,0,1
.\sc_dataset\10X/1916877/1916877_283.tif,1916877,0,0
.\sc_dataset\10X/1511459/1511459_214.tif,1511459,0,2
.\sc_dataset\10X/138096/138096_78.tif,138096,0,0
.\sc_dataset\10X/138096/138096_21.tif,138096,0,0
.\sc_dataset\10X/1916427/1916427_286.tif,1916427,0,1
.\sc_dataset\10X/1511459/1511459_134.tif,1511459,0,2
.\sc_dataset\10X/1510833/1510833_86.tif,1510833,0,1
.\sc_dataset\10X/1917213/1917213_289.tif,1917213,0,1
.\sc_dataset\10X/1612592/1612592_162.tif,1612592,1,2
.\sc_dataset\10X/138096/138096_180.tif,138096,0,0
.\sc_dataset\10X/1917074/1917074_227.tif,1917074,0,0
.\sc_dataset\10X/1714104/1714104_35.tif,1714104,0,0
.\sc_dataset\10X/1713814/1713814_186.tif,1713814,0,0
.\sc_dataset\10X/1916427/1916427_166.tif,1916427,0,1
.\sc_dataset\10X/1917074/1917074_14.tif,1917074,0,0
.\sc_dataset\10X/1713814/1713814_219.tif,1713814,0,0
.\sc_dataset\10X/126126/126126_81.tif,126126,0,0
.\sc_dataset\10X/1714430B/1714430B_104.tif,1714430B,0,1
.\sc_dataset\10X/1916910/1916910_279.tif,1916910,0,1
.\sc_dataset\10X/1815257/1815257_77.tif,1815257,0,2
.\sc_dataset\10X/1511021/1511021_58.tif,1511021,1,1
.\sc_dataset\10X/137534/137534_69.tif,137534,0,1
.\sc_dataset\10X/125960/125960_138.tif,125960,0,0
.\sc_dataset\10X/1510846/1510846_51.tif,1510846,0,0
.\sc_dataset\10X/138382/138382_93.tif,138382,1,0
.\sc_dataset\10X/1916736/1916736_168.tif,1916736,0,0
.\sc_dataset\10X/126603/126603_129.tif,126603,0,0
.\sc_dataset\10X/1510864/1510864_251.tif,1510864,0,2
.\sc_dataset\10X/126062/126062_254.tif,126062,0,0
.\sc_dataset\10X/1916767/1916767_247.tif,1916767,0,1
.\sc_dataset\10X/1915940/1915940_198.tif,1915940,0,1
.\sc_dataset\10X/148639/148639_206.tif,148639,0,1
.\sc_dataset\10X/1611621/1611621_271.tif,1611621,1,1
.\sc_dataset\10X/1815813/1815813_99.tif,1815813,0,1
.\sc_dataset\10X/1612583/1612583_141.tif,1612583,0,1
.\sc_dataset\10X/1612685/1612685_135.tif,1612685,0,0
.\sc_dataset\10X/1714260/1714260_169.tif,1714260,0,2
.\sc_dataset\10X/1612348/1612348_293.tif,1612348,1,2
.\sc_dataset\10X/1916698/1916698_71.tif,1916698,0,2
.\sc_dataset\10X/137522/137522_5.tif,137522,0,1
.\sc_dataset\10X/137844/137844_37.tif,137844,0,1
.\sc_dataset\10X/1612412/1612412_214.tif,1612412,1,2
.\sc_dataset\10X/1612348/1612348_34.tif,1612348,1,2
.\sc_dataset\10X/126377/126377_210.tif,126377,0,2
.\sc_dataset\10X/1916984/1916984_277.tif,1916984,0,2
.\sc_dataset\10X/149760/149760_257.tif,149760,0,2
.\sc_dataset\10X/114865/114865_249.tif,114865,0,0
.\sc_dataset\10X/1612552/1612552_175.tif,1612552,0,0
.\sc_dataset\10X/149377/149377_290.tif,149377,0,1
.\sc_dataset\10X/137844/137844_52.tif,137844,0,1
.\sc_dataset\10X/1713908/1713908_4.tif,1713908,0,0
.\sc_dataset\10X/1815257/1815257_186.tif,1815257,0,2
.\sc_dataset\10X/126377/126377_24.tif,126377,0,2
.\sc_dataset\10X/1612579/1612579_164.tif,1612579,1,2
.\sc_dataset\10X/1612994/1612994_19.tif,1612994,0,2
.\sc_dataset\10X/1916736/1916736_36.tif,1916736,0,0
.\sc_dataset\10X/1612412/1612412_16.tif,1612412,1,2
.\sc_dataset\10X/1714430B/1714430B_251.tif,1714430B,0,1
.\sc_dataset\10X/149636/149636_287.tif,149636,1,0
.\sc_dataset\10X/137522/137522_2.tif,137522,0,1
.\sc_dataset\10X/1915940/1915940_30.tif,1915940,0,1
.\sc_dataset\10X/1511055/1511055_59.tif,1511055,1,1
.\sc_dataset\10X/2017440/2017440_47.tif,2017440,0,1
.\sc_dataset\10X/148831/148831_118.tif,148831,0,1
.\sc_dataset\10X/137844/137844_10.tif,137844,0,1
.\sc_dataset\10X/126377/126377_78.tif,126377,0,2
.\sc_dataset\10X/1612412/1612412_226.tif,1612412,1,2
.\sc_dataset\10X/126649/126649_34.tif,126649,0,0
.\sc_dataset\10X/1613010/1613010_46.tif,1613010,0,1
.\sc_dataset\10X/126742/126742_135.tif,126742,0,0
.\sc_dataset\10X/1613010/1613010_0.tif,1613010,0,1
.\sc_dataset\10X/138051/138051_20.tif,138051,0,0
.\sc_dataset\10X/1916427/1916427_92.tif,1916427,0,1
.\sc_dataset\10X/125960/125960_29.tif,125960,0,0
.\sc_dataset\10X/138332/138332_269.tif,138332,1,0
.\sc_dataset\10X/1916877/1916877_204.tif,1916877,0,0
.\sc_dataset\10X/1917088/1917088_101.tif,1917088,0,2
.\sc_dataset\10X/1511459/1511459_140.tif,1511459,0,2
.\sc_dataset\10X/125440/125440_197.tif,125440,0,2
.\sc_dataset\10X/1917213/1917213_251.tif,1917213,0,1
.\sc_dataset\10X/149143/149143_41.tif,149143,0,1
.\sc_dataset\10X/1612475/1612475_169.tif,1612475,1,2
.\sc_dataset\10X/1713759/1713759_33.tif,1713759,0,2
.\sc_dataset\10X/149763/149763_4.tif,149763,0,1
.\sc_dataset\10X/126062/126062_225.tif,126062,0,0
.\sc_dataset\10X/126126/126126_131.tif,126126,0,0
.\sc_dataset\10X/2017403/2017403_74.tif,2017403,1,1
.\sc_dataset\10X/138096/138096_48.tif,138096,0,0
.\sc_dataset\10X/149215/149215_45.tif,149215,0,1
.\sc_dataset\10X/1612348/1612348_56.tif,1612348,1,2
.\sc_dataset\10X/1714104/1714104_165.tif,1714104,0,0
.\sc_dataset\10X/1613010/1613010_228.tif,1613010,0,1
.\sc_dataset\10X/148588/148588_20.tif,148588,0,1
.\sc_dataset\10X/149175/149175_276.tif,149175,0,1
.\sc_dataset\10X/1511532/1511532_223.tif,1511532,0,0
.\sc_dataset\10X/138382/138382_193.tif,138382,1,0
.\sc_dataset\10X/1916385/1916385_145.tif,1916385,0,2
.\sc_dataset\10X/1511409/1511409_191.tif,1511409,0,2
.\sc_dataset\10X/1815845/1815845_282.tif,1815845,0,0
.\sc_dataset\10X/1713657/1713657_27.tif,1713657,0,0
.\sc_dataset\10X/1511409/1511409_164.tif,1511409,0,2
.\sc_dataset\10X/115299/115299_2.tif,115299,0,0
.\sc_dataset\10X/1815676A/1815676A_180.tif,1815676A,0,1
.\sc_dataset\10X/1815262/1815262_296.tif,1815262,0,1
.\sc_dataset\10X/1916767/1916767_65.tif,1916767,0,1
.\sc_dataset\10X/1814720/1814720_292.tif,1814720,0,1
.\sc_dataset\10X/1612412/1612412_35.tif,1612412,1,2
.\sc_dataset\10X/1917088/1917088_260.tif,1917088,0,2
.\sc_dataset\10X/138278/138278_237.tif,138278,1,0
.\sc_dataset\10X/114865/114865_122.tif,114865,0,0
.\sc_dataset\10X/149143/149143_183.tif,149143,0,1
.\sc_dataset\10X/126204/126204_277.tif,126204,0,0
.\sc_dataset\10X/115192/115192_80.tif,115192,0,2
.\sc_dataset\10X/1612610/1612610_67.tif,1612610,0,1
.\sc_dataset\10X/126492/126492_111.tif,126492,0,0
.\sc_dataset\10X/149945/149945_274.tif,149945,0,1
.\sc_dataset\10X/1714430B/1714430B_249.tif,1714430B,0,1
.\sc_dataset\10X/1612378/1612378_38.tif,1612378,0,0
.\sc_dataset\10X/148859/148859_208.tif,148859,1,0
.\sc_dataset\10X/148757/148757_73.tif,148757,1,0
.\sc_dataset\10X/1510866/1510866_93.tif,1510866,0,2
.\sc_dataset\10X/1714104/1714104_238.tif,1714104,0,0
.\sc_dataset\10X/126307/126307_194.tif,126307,0,2
.\sc_dataset\10X/149647/149647_231.tif,149647,1,0
.\sc_dataset\10X/115009/115009_126.tif,115009,0,0
.\sc_dataset\10X/1510833/1510833_153.tif,1510833,0,1
.\sc_dataset\10X/149760/149760_88.tif,149760,0,2
.\sc_dataset\10X/149377/149377_200.tif,149377,0,1
.\sc_dataset\10X/1713552/1713552_248.tif,1713552,0,1
.\sc_dataset\10X/1917203/1917203_5.tif,1917203,0,1
.\sc_dataset\10X/138119/138119_24.tif,138119,1,0
.\sc_dataset\10X/1713814/1713814_44.tif,1713814,0,0
.\sc_dataset\10X/1612445/1612445_86.tif,1612445,0,0
.\sc_dataset\10X/114926/114926_115.tif,114926,0,0
.\sc_dataset\10X/138278/138278_198.tif,138278,1,0
.\sc_dataset\10X/1611621/1611621_6.tif,1611621,1,1
.\sc_dataset\10X/2017440/2017440_204.tif,2017440,0,1
.\sc_dataset\10X/1713552/1713552_111.tif,1713552,0,1
.\sc_dataset\10X/1916563/1916563_192.tif,1916563,0,1
.\sc_dataset\10X/1612378/1612378_10.tif,1612378,0,0
.\sc_dataset\10X/114833/114833_217.tif,114833,0,2
.\sc_dataset\10X/138096/138096_51.tif,138096,0,0
.\sc_dataset\10X/1612579/1612579_297.tif,1612579,1,2
.\sc_dataset\10X/1612364/1612364_2.tif,1612364,1,1
